timestamp,edge_node,provider,bytes,user_id,execution_time
17001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,92008,88,890
18000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70450,5,765
18000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72345,28,1531
18000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,76173,36,741
18000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71833,40,1078
18000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,80649,48,890
18000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71857,58,781
18000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,72339,60,781
18000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,439,69,122
18000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69021,71,705
18000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,82117,77,765
18000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,64536,84,938
18000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,65886,89,786
18000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72243,92,765
19000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,82483,0,828
19000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,59988,4,859
19000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69009,11,781
19000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,70000,17,724
19000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,76145,30,875
19000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73733,31,984
19000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,68557,33,731
19000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69377,42,875
19000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71083,50,859
19000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71797,66,859
19000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,73609,73,781
19000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,80359,78,733
19000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,82817,80,750
19001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,81802,78,889
20000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,81875,6,875
20000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,77281,13,1064
20000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,75811,38,953
20000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,69195,57,687
20000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,73897,76,702
20000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,79393,96,890
20001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,76301,88,859
21000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,78503,2,890
21000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,68581,21,765
21000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,65284,28,890
21000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,73883,33,883
21000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72291,34,859
21000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,88848,35,859
21000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,88043,59,685
21000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70449,61,798
21000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,77053,66,859
21000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76273,68,1416
21000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,76337,80,859
21000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72925,98,784
21001,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,91116,1,1371
21001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71092,81,707
22000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73147,0,873
22000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,85105,14,812
22000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75189,36,1302
22000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,77269,43,893
22000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,85065,45,744
22000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,68932,51,686
22000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73833,52,859
22000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71419,53,953
22000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,78525,57,750
22000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,70697,73,782
22000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,71405,76,859
22000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,61062,87,802
22000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,80579,97,812
22000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73860,98,1435
23000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,469,2,109
23000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79667,4,812
23000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,70723,39,802
23000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,72663,56,828
23000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,68371,94,1109
23001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,79283,88,937
24000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78030,24,770
24000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,75298,38,774
24000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,63160,68,835
24000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,84956,99,1109
24001,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78324,99,1362
25000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71799,7,740
25000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,65944,17,749
25000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,79745,26,859
25000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73770,28,803
25000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,76887,60,828
25000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,68976,63,664
25000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,65348,70,796
25000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,79653,76,812
25000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,79152,91,1140
25000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,68791,93,791
25001,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,69338,70,902
25001,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,90205,76,1593
25001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,91244,88,1187
26000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,86732,15,1055
26000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,85055,25,729
26000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,86788,39,859
26000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,59620,58,718
26000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,70711,79,818
26000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73939,97,1000
26001,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75505,74,796
26001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,83232,78,713
26001,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,75756,79,710
27000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,68372,19,674
27000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,69393,23,953
27000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78249,24,778
27000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,67247,28,828
27000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,63316,35,813
27000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,67135,50,854
27000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75419,51,1000
27000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,91236,57,890
27000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,68789,59,1066
28000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,74379,3,875
28000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,84239,7,770
28000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,89926,29,1438
28000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72533,31,969
28000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,71021,41,785
28000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,76187,55,750
28000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,77205,82,937
28000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,87116,91,865
29000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72925,4,890
29000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,65268,19,734
29000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,69955,33,828
29000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,70465,38,812
29000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71773,39,828
29000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,69338,43,744
29000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,77099,46,859
29000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,85059,57,985
29000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,74679,66,761
29000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73811,80,781
29001,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,75523,1,890
30000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,74289,13,835
30000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71306,32,1078
30000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,79681,40,828
30000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,87369,50,661
30000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73473,54,968
30000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74368,67,798
30000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70418,71,739
30000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,76193,73,812
31000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,73418,2,1062
31000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69457,7,969
31000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,86703,10,816
31000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,80459,16,844
31000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,81777,22,777
31000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,76357,33,843
31000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,83306,38,1000
31000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,69345,44,830
31000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74395,51,859
31000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,59652,56,734
31000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71369,58,945
31000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,83536,72,1078
31000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,88964,73,993
31000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,74269,89,908
31000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70461,97,750
32000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75403,5,937
32000,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,81833,41,750
32000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70023,42,816
32000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,76343,82,906
32000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,61421,84,708
32000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74929,94,921
32001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67161,88,906
33000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70274,3,722
33000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,89996,16,875
33000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,78307,20,1093
33000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75615,32,1140
33000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,80773,50,984
33000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76441,77,890
33000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,74284,84,859
33000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,72883,96,886
33000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75887,97,771
33001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,80151,81,847
34000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,81766,7,936
34000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,61588,9,750
34000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,82780,17,833
34000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,74563,34,921
34000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,61604,39,750
34000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,56777,51,765
34000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,83242,54,786
34000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67363,66,812
34000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,91089,80,732
34000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,78382,82,1062
34000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,81719,93,1015
34001,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,77672,70,816
35000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73461,0,828
35000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71079,25,921
35000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,79280,40,2525
35000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,74355,48,731
35000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67344,52,714
35000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,79649,62,843
35000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,71437,65,1437
35000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,75521,82,812
35000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,76375,85,815
35000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73429,92,921
35001,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79152,0,1093
36000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71421,36,843
36000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,83153,55,870
36000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,90986,61,895
36000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,78034,83,705
36000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,77507,89,852
36000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,82865,91,1156
36000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,86698,95,781
36001,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,73908,83,687
36001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,91237,89,796
37000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,82946,12,853
37000,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71032,21,662
37000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67149,40,750
37000,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76315,45,702
37000,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,74358,49,734
37000,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,77735,66,796
